Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
PTON,PTON,4.89288215256e-05,679.541930135,729487.441192,3.45,26.26,98.98
Pluton,PLU,0.855895638645,4326.80827883,727510.8649,3.76,25.31,35.80
Zero,ZER,0.0967251584954,661.343223888,725267.196521,1.60,3.86,0.92
Swace,SWACE,0.0027609998526,538.075140897,722859.446687,-0.15,8.06,34.89
NuBits,USNBT,0.0649183331458,9235.65437073,712911.534973,-0.13,2.15,33.63
Mindexcoin,MIC,0.00104235866082,6350.08211715,712551.737182,-12.58,-10.35,23.42
DEEX,DEEX,0.0125165018045,2044.17739063,707541.579137,0.02,11.91,-18.70
Zeepin,ZPT,0.00141489226714,490.500645654,707446.13357,0.22,0.47,0.65
MonetaryUnit,MUE,0.00401093748065,65.1662605691,705785.551211,-0.03,-10.71,-8.41
Rate3,RTE,0.000785562182845,79763.0514044,698665.17008,-2.11,4.14,17.78
SafeCoin,SAFE,0.0250761607721,19.7095941979,695488.889033,-0.13,6.69,6.29
Hiveterminal ...,HVN,0.00169386514994,2200.01757282,694972.85255,-0.10,-3.26,-3.49
PIXEL,PXL,0.0172144988406,358896.664813,694940.235301,0.43,1.37,-8.66
Sakura Bloom,SKB,0.000268626790627,37.5622207233,693853.677306,27.25,39.11,27.69
MARK.SPACE,MRK,0.000894398066504,0.0,692251.722534,0.00,0.03,-16.85
XEL,XEL,0.00751480077541,79.2362825879,688928.957486,-0.12,-0.92,21.18
Novacoin,NVC,0.295004858838,946.710060598,689059.579663,-4.93,-1.76,1.22
Conceal,CCX,0.134225117629,121823.388622,685810.755589,-8.20,-0.10,25.89
ebakus,EBK,0.00758356801305,65420.4080375,684751.193657,1.22,5.94,-20.18
FansTime,FTI,0.000239996179785,68902.3712726,683989.112387,0.50,-0.67,16.09
Semux,SEM,0.0551626559773,388.697905703,682879.204339,-0.09,-1.32,5.29
CrypticCoin,CRYP,0.000266443286815,4366.53058854,679428.801823,14.26,27.92,26.74
Cloudbric,CLB,0.00141285597828,31606.2278672,674507.695441,-1.86,-5.38,-1.00
STEM CELL COIN,SCC,0.0020990043689,14881.5240872,673062.790605,-15.14,-50.97,-53.44
FREE Coin,FREE,7.7063344879e-08,119388.564925,670466.558968,-0.04,4.56,4.47
MidasProtocol,MAS,0.00206454732748,38382.4799628,669945.607767,-1.37,1.01,-4.33
Webflix Token,WFX,0.00122287117374,40.3559716047,662973.626117,0.22,2.95,8.12
HiCoin,XHI,0.000148934601843,93.0342330602,660465.806501,-0.03,-11.29,-38.95
ALQO,XLQ,0.0101154849233,1638.67188891,654110.997435,6.71,-58.37,-66.21
FintruX Network,FTX,0.00685716446741,72.1755583028,651430.624404,0.01,2.61,-14.85
Lition,LIT,0.0253490960629,86636.1346065,651037.51755,-0.53,5.42,7.52
HoryouToken,HYT,0.000595231744587,819.412686088,648512.998425,-0.15,-28.35,-33.00
Nuggets,NUG,0.000374863374491,1099.26028655,646575.762918,-0.07,19.46,5.76
3DCoin,3DC,0.00937489997725,228.968987782,646000.057035,-0.15,29.87,5.99
Bitcoin Atom,BCA,0.0347117191255,30.920898215,639352.768142,-0.02,5.33,20.12
Atlantis Blue...,ABDT,0.00349829713263,0.0,636053.674921,-0.24,2.54,40.48
42-coin,42,15079.8147223,181.977952404,633351.511546,-2.05,-3.25,13.20
SelfSell,SSC,0.00161493552149,6737.70583374,629824.853381,0.22,-1.45,13.55
Cardstack,CARD,0.000265130076092,19719.0674292,627490.780673,0.34,0.95,-0.76
STK,STK,0.00183517377757,11240.3484747,626555.455148,1.89,5.11,10.86
Aventus,AVT,0.104315161556,15070.4585961,625890.969336,2.24,27.68,9.98
GeoCoin,GEO,0.196668141734,1012.44543409,625513.080447,-0.03,-0.39,6.56
Xriba,XRA,0.00594447284524,314.313254944,624657.638375,0.00,0.05,0.82
Ormeus Coin,ORMEUS,0.0173399689018,127197.978363,622591.548739,1.30,0.25,22.20
WinStars.live,WNL,0.0349512722755,4762.99638276,616484.64099,-0.29,6.27,17.76
Vetri,VLD,0.00225315615329,70.9256129471,610966.048127,-0.06,2.00,14.90
Infinitecoin,IFC,6.73929073339e-06,383.091651074,610551.118803,-5.61,-8.41,-2.90
Uquid Coin,UQC,0.0609083149881,609081.573637,609083.149881,-0.38,1.53,11.97
Amon,AMN,0.00106464101668,788.73475073,607945.492727,-0.88,-6.80,10.72
COVA,COVA,0.00024265685367,777251.777947,605674.175986,-1.31,-4.61,17.53
SmileyCoin,SMLY,2.32850254484e-05,0.926744012845,604485.081897,-0.45,33.80,88.71
Alphacat,ACAT,0.000216569863254,32711.0213304,604322.628572,-1.07,-10.08,-11.08
FuzeX,FXT,0.000731823520366,1203.50138061,603481.546298,-0.07,-7.97,-6.90
IONChain,IONC,0.00496411300787,52092.6284987,601554.217086,1.51,3.33,38.84
Auroracoin,AUR,0.0329638011561,0.0,595930.137588,0.00,3.81,34.21
Coineal Token,NEAL,0.00193941304332,27505.6391835,595880.136864,0.43,-0.50,23.50
Digital Insur...,DIT,0.00263492983968,0.0,591922.592524,0.00,0.00,10.69
Dignity,DIG,0.00111997262473,4958.29987169,585786.472744,1.74,-4.96,-14.29
DomRaider,DRT,0.000990302430227,133.062692386,585763.887479,-0.13,-0.34,-11.78
ESBC,ESBC,0.0286871661035,49821.2468441,582486.627726,0.17,5.27,8.95
GAMB,GMB,0.000151131035648,171271.720302,582345.661448,0.46,-7.62,-17.45
Noku,NOKU,0.0244864901486,472.137745548,582215.960945,-1.40,-3.72,-8.95
CVCoin,CVN,0.0468695713637,67529.3259677,580287.007401,0.30,5.18,18.36
Maverick Chain,MVC,0.00535708570129,5280.17700577,572866.554039,-3.71,-2.50,2.24
DecentBet,DBET,0.00303469618475,290.306328356,572443.763547,0.20,10.05,15.59
Ferrum Network,FRM,0.00593777935729,301210.413993,571323.174418,0.37,-2.47,-4.02
MESG,MESG,0.00905158858513,545235.736452,560124.483116,0.80,-1.89,-12.00
Uniform Fisca...,UFO,0.000143419850097,None,552255.344902,0.00,0.00,4.93
FLIP,FLP,0.00981567799071,182.212812518,549236.26197,-0.39,1.57,12.15
StrongHands,SHND,3.39266799421e-05,54.9145690295,548301.204081,-1.22,-7.70,-24.08
Bitcoin Confi...,BC,7.44039680734e-05,0.139140044703,548052.301749,-0.15,-49.50,-66.13
Sharder,SS,0.00192860221206,35860.6676284,546339.767578,-58.04,18.91,17.77
Vipstar Coin,VIPS,1.12281807771e-05,0.0,546163.395614,-0.11,1.06,0.48
SPINDLE,SPD,0.000169465047573,9161.29240123,543909.236317,8.05,-2.32,10.41
Hyper Speed N...,HSN,0.0128478833862,87330.9450298,541793.604354,-0.80,3.77,-23.38
Pesetacoin,PTC,0.00387229964792,15.1525137338,541960.357375,-0.07,-26.48,10.70
iEthereum,IETH,0.0301061868929,275.768060359,541369.452708,-0.11,-1.24,8.53
Stox,STX,0.0101114404868,1506.95183709,537946.901766,0.22,7.15,3.71
BitBall,BTB,0.00417391836384,1487.02571947,537411.851256,32.95,45.66,-64.63
X8X Token,X8X,0.00681230917691,226.770588105,533794.432243,0.17,1.54,-1.14
Hacken,HKN,0.0970386912953,530.961589958,532602.663555,2.96,-0.46,11.87
HOLD,HOLD,0.000754279745433,730.142718152,531632.434347,-0.07,2.06,-1.01
Iconiq Lab Token,ICNQ,0.135720193386,0.0,523633.70883,0.00,-0.25,24.15
UpToken,UP,0.00355427193895,0.0,520843.899104,0.00,0.00,19.73
GoNetwork,GOT,0.0072280060387,95489.2908351,520377.546711,0.26,-0.06,-33.74
Zilla,ZLA,0.00867280507909,19218.3050536,520368.304745,0.61,-3.52,18.69
OracleChain,OCT,0.0171496199666,8031.67980399,514488.598998,-0.78,-1.06,8.35
COPYTRACK,CPY,0.0106494890427,None,512169.75188,0.00,0.00,0.00
Zap,ZAP,0.00388863977362,23632.4402594,511489.343386,-9.36,5.05,-2.18
Swarm City,SWT,0.0597877792548,1753.73652558,510352.841267,-0.11,-8.69,18.38
Vodi X,VDX,0.00118233316951,11845.2502498,510039.001724,-4.06,1.09,-1.64
Hush,HUSH,0.0650216276994,499.343720287,509608.964643,-0.11,-1.04,8.59
Bitcoin Plus,XBC,3.99300143301,16709.4112222,529243.50182,3.78,4.11,-3.70
AC3,AC3,0.00102972997559,38.0181657154,505605.976706,-0.10,-0.15,-4.73
Experience Po...,XP,1.7328650072e-06,0.0,501094.067413,0.00,0.00,0.00
Matryx,MTX,0.0215147798242,30729.3820741,499665.767767,-0.97,2.08,15.85
Denarius,D,0.0734404602471,1764.00297126,493922.415216,-0.12,-1.78,13.98
Pandacoin,PND,1.51918314925e-05,5.81645094805,493961.138504,-0.05,-7.11,-5.16
Upfiring,UFR,0.022817950276,5017.62189371,492867.726094,-0.10,4.01,10.69
Cappasity,CAPP,0.000912282065094,62113.6468772,491858.422197,-0.05,1.57,-4.29
0xBitcoin,0xBTC,0.0906047465505,703778.78504,491123.028677,1.08,0.84,4.48
Atomic Wallet...,AWC,0.0806616564248,694.92876735,485533.878088,-0.69,14.97,2.73
Unification,UND,0.0107934540603,56659.602758,485051.918212,0.14,-4.57,-8.11
Bitcoin Private,BTCP,0.100575453442,1256.77704922,479869.224179,-0.86,4.68,-24.45
VouchForMe,IPL,0.00208998993409,30070.2800438,478212.743442,-0.13,-21.14,-5.63
Block-Chain.com,BC,0.00230652301028,0.0532200274226,477569.711035,-0.15,-2.02,44.10
HEAT,HEAT,0.0109373833068,0.0,471124.273236,-0.11,-11.52,3.92
ATMChain,ATM,0.000100806231445,0.0,469785.81466,0.00,0.00,0.00
MTC Mesh Network,MTC,0.00121317796161,894.95122217,467085.853037,4.86,3.06,-15.83
Bitcoin Interest,BCI,0.02547359525,171.04345981,466851.816262,-0.09,-5.76,14.20
Trittium,TRTT,0.00361472751232,568.862506795,465995.578796,8.77,3.26,20.10
Trinity Netwo...,TNC,0.00139467952047,141.832839678,464893.173025,0.22,0.47,-4.04
Karbo,KRB,0.0577023753303,434.354755903,464632.762937,-1.49,-0.04,3.56
GoldCoin,GLC,0.0111337662535,6300.27576805,463855.771284,-0.12,-6.30,-26.44
AidCoin,AID,0.0101116428136,125.918752326,461572.21881,-0.04,20.60,4.73
StakeCubeCoin,SCC,0.187795615417,420.369034058,455197.729228,-0.15,-1.07,9.91
TraDove B2BCoin,BBC,0.000904037707691,3749.89412218,452018.853845,-0.03,0.40,5.44
Titan Coin,TTN,0.000501979838559,43.3518794341,450575.01887,0.45,13.42,36.36
Bittwatt,BWT,0.00146527969431,286.61729204,449850.900758,-0.04,-4.16,3.30
Pirl,PIRL,0.00755240672264,7685.50731918,449650.879028,-0.04,-1.27,6.76
KARMA,KARMA,8.20252740284e-05,2715.56926907,446951.163289,0.46,2.85,-3.07
AICHAIN,AIT,0.000835196510815,27041.1744962,446886.150881,-0.14,2.09,8.93
Tarush,TAS,7.44039680734e-05,0.0,446423.80844,-0.15,1.01,-3.67
Monkey Project,MONK,0.0530186430333,719.617186333,441878.340604,-6.64,-10.06,25.01
DATx,DATX,0.000313790451294,464970.907704,436577.455468,1.37,-0.31,-0.12
Eristica,ERT,0.0025297349145,5796.06911292,436297.378012,2.89,2.30,6.83
Vezt,VZT,0.0123134047713,0.0,433227.339794,0.00,0.00,0.00
ATN,ATN,0.00512655002623,0.0,432181.107448,0.00,0.00,-65.51
SophiaTX,SPHTX,0.00130542810834,14183.3854172,431936.140164,1.54,1.49,-2.37
Internxt,INXT,0.685930181669,37291.2687984,431868.188211,-2.78,-5.80,-0.95
QuadrantProtocol,EQUAD,0.00129146888112,448626.689492,431376.061649,0.67,0.65,7.00
Flixxo,FLIXX,0.00510839424583,1276.57101107,430758.574873,-0.13,8.44,35.34
Aryacoin,AYA,0.00352645790091,11994.8844917,430275.512731,-0.15,2.25,268.68
BridgeCoin,BCO,0.0159311868686,8750.53309448,430142.045452,3.11,-32.59,-37.64
Espers,ESP,1.87189218127e-05,47.995264984,428445.677141,-0.31,-2.11,-14.64
Nestree,EGG,0.00122085645992,59495.3129208,428339.099485,-0.61,1.02,23.16
Qredit,XQR,0.000634710740106,44.9501739409,425556.191877,10.45,20.24,56.64
Japan Content...,JCT,0.00145116559254,152.163918743,425410.328824,0.03,485.45,1283.21
Patientory,PTOY,0.00595166779794,462.173175049,416616.745856,-0.13,0.03,11.89
HEROcoin,PLAY,0.00221766696072,7593.73168,413860.821946,0.01,-0.02,30.65
VeriSafe,VSF,3.79460237174e-05,3853.23652357,412873.411614,-0.14,-3.95,270.35
MMOCoin,MMO,0.00685338708943,6092.49102585,412388.23865,-5.14,-2.84,-99.41
Zeusshield,ZSC,0.000351828428201,10490.4016625,411486.878122,1.32,9.75,16.08
Fortuna,FOTA,0.000853486253364,9699.4051257,409670.854855,2.61,-0.85,4.12
CoTrader,COT,2.60129528012e-05,61014.339707,409133.20169,-0.07,1.77,70.36
DNotes,NOTE,0.00300423752934,44096.931958,405702.036542,3.84,1.14,7.72
B3Coin,KB3,0.000527933032466,None,400270.909241,0.00,0.00,0.00
RSK Smart Bit...,RBTC,7268.04059111,2487403.25215,399742.232511,-0.09,1.04,9.97
Swap,XWP,0.0530605662813,296879.70098,398668.653461,1.83,-15.68,28.18
Masari,MSR,0.034303318815,1421.43636309,398619.409881,-0.47,1.38,-57.51
REAL,REAL,0.0395124306379,22.8201883482,397329.77172,0.18,0.99,10.28
TRONCLASSIC,TRXC,8.51241709914e-07,4.097696791,395918.885181,0.07,-42.76,1519.98
Alpha Token,A,0.0139904363361,568.111686579,394147.764487,0.17,21.47,-10.03
TRAXIA,TM2,0.00123945390261,1.9737718751,393753.96215,-0.29,170.23,46.84
ExclusiveCoin,EXCL,0.0677652438385,190.637481836,392792.561959,-0.03,1.57,7.52
Graviocoin,GIO,0.000387034985879,2149.15249118,391293.793894,1.18,-0.24,17.37
Solaris,XLR,0.223633360549,353.715459635,391111.455378,-0.06,5.02,37.20
Experty,EXY,0.0144316333507,22233.1014563,390929.16558,-0.14,0.20,25.55
Lobstex,LOBS,0.021743879111,213745.620626,390653.521114,1.10,6.69,12.14
BitCoin One,BTCONE,0.00408329268087,1324.90105432,389629.214223,29.67,141.32,267.65
PARETO Rewards,PARETO,0.000813708933805,None,387023.972856,0.00,0.00,-54.10
Hero,HERO,0.0317747461022,3831.56345649,384717.463264,-0.23,-0.65,27.17
LocalCoinSwap,LCS,0.00722375459338,0.0,384698.473648,0.00,0.00,12.45
Qbao,QBT,0.00587489187004,3779.75786449,383932.42618,-1.49,-3.02,11.60
Dovu,DOV,0.000959626722897,29.2953750877,383619.129642,-0.14,-8.40,23.75
Max Property ...,MPG,0.00326241144362,98043.5989106,383481.154048,-0.35,-5.91,13.05
HashNet BitEco,HNB,0.0127643495243,224277.464196,378341.143803,0.36,3.46,-28.91
JET8,J8T,0.000461215640245,295.380801509,377867.175323,-1.82,0.18,15.59
UNICORN Token,UNI,0.00353419875585,36219.9657245,377850.054575,-0.30,20.93,0.97
NoLimitCoin,NLC2,0.000744408336718,2833.44673373,377310.574885,9.82,9.59,7.87
Blue Protocol,BLUE,0.0102882543145,0.0,377015.943477,8.94,11.97,1.45
Ixcoin,IXC,0.0177569281746,0.0,374709.823542,0.00,0.00,-1.02
TCASH,TCASH,0.0106291127888,123035.090695,374144.770166,-0.41,0.94,-55.28
CannabisCoin,CANN,0.00483325708962,0.0,373278.126683,0.00,0.98,5.69
Electrify.Asia,ELEC,0.000703341590111,940.715580145,372483.923672,0.20,10.54,12.59
Bitfex,BFX,0.00328268947565,7048.59273386,370974.050762,-8.32,-7.52,30.56
Essentia,ESS,0.000423499811098,42740.2447224,369243.204876,0.21,2.22,11.59
FarmaTrust,FTT,0.000612647256711,159.540007414,367588.354027,-0.07,15.49,3.79
CoinUs,CNUS,0.00107983905074,5388.555848,367145.277252,0.33,43.03,-22.88
savedroid,SVD,0.00013601445448,111.530678752,365652.99491,-0.05,0.54,-7.05
Project WITH,WIKEN,0.0013894437438,405809.974314,363375.593052,-0.22,5.57,5.39
OLXA,OLXA,0.000267248479698,4495.62501925,363302.717145,-0.12,1.71,9.83
GoldMint,MNTP,0.189590381235,712.525836085,363064.98104,-0.14,7.83,4.53
ALBOS,ALB,3.02180562768e-05,7.85669463197,362193.354526,0.22,-49.92,-11.05
Kolion,KLN,0.361131095709,1764.8626228,361130.734578,-0.08,2.84,9.84
Bounty0x,BNTY,0.00155031766985,5026.40738464,360790.078007,6.61,-1.82,-4.31
DubaiCoin,DBIX,0.0843740997953,612.530473714,359701.304076,-0.11,5.41,14.08
Paragon,PRG,0.0160846383873,0.0,358143.769041,0.00,0.00,1.53
OWNDATA,OWN,3.25235713172e-05,14103.5188686,357759.284487,0.83,3.12,7.82
Almeela,KZE,0.0956336293049,494.616991243,357040.455558,1.85,1.77,-5.06
EvenCoin,EVN,0.0114261565508,569113.61447,357040.215072,-2.14,0.47,5.95
CoinFi,COFI,0.00179589987583,7544.46662873,356782.074035,0.06,5.09,26.31
Safex Cash,SFX,0.0120349568409,3.24922128577,354221.715774,-0.25,0.83,87.14
Banca,BANCA,1.97185964864e-05,2107.35837658,353485.058739,-0.07,8.71,-0.98
WOLLO,WLO,0.00820745126388,1106.52646907,353392.299965,0.00,-4.32,-10.80
ParallelCoin,DUO,1.12138180116,3075.17129793,352919.756891,-0.06,-1.57,-5.13
Ryo Currency,RYO,0.0221281165086,1721.72674974,352203.106262,2.78,7.48,23.95
Nerva,XNV,0.0206843031244,95.4930287841,351999.751051,-0.15,-1.32,21.09
Acute Angle C...,AAC,0.00140760363106,1069858.08417,351900.907765,0.14,9.88,5.51
PAL Network,PAL,0.000798242254595,340.511890905,350048.426366,-0.16,20.28,32.12
eXPerience Chain,XPC,3.82556938796e-06,6655.87727837,348474.233239,-1.09,-6.03,-0.87
NOW Token,NOW,0.00509782568671,0.0,346628.362961,0.00,0.00,11.88
qiibee,QBX,0.000744835300412,0.0,344918.456509,0.00,-0.52,-10.33
Liquidity Net...,LQD,0.00795228056533,30754.0630804,344609.25896,-10.35,-2.77,-29.60
LNX Protocol,LNX,0.00125894155816,964.582712753,341938.127885,0.10,-40.51,-6.11
Birake,BIR,0.00442972777931,20119.9411114,338287.574017,-0.08,-1.95,25.16
Ubcoin Market,UBC,0.00098648256445,3224.39663415,337645.713744,-0.07,-2.60,-2.12
Catex Token,CATT,0.000427490681899,9498.78460578,335252.873203,-0.01,5.07,-4.42
ToaCoin,TOA,7.44039680734e-05,0.000817625205159,334506.654534,-0.14,-1.00,8.85
Sapien,SPN,0.0014678587393,0.0,333376.443048,0.00,-0.75,5.60
Playkey,PKT,0.0237017879134,14876.7409305,329964.734844,-1.65,0.82,16.92
Sentinel Chain,SENC,0.00166478559012,5859.0631886,328411.697086,1.90,16.16,12.42
BiblePay,BBP,0.000174908438231,4609.1465259,327911.359697,-0.09,4.75,8.41
DPRating,RATING,0.000125574661682,28438.3325564,323484.28152,-0.92,0.77,2.38
MinexCoin,MNX,0.0534277266667,53989.371071,321035.690046,-0.11,2.51,3.81
0xcert,ZXC,0.000962968356212,47581.270325,320732.331542,5.30,-9.31,52.99
MIB Coin,MIB,0.00475470456372,22377.5157594,320090.804021,-0.47,1.65,0.36
Membrana,MBN,0.00445688130188,57193.2463357,319030.108461,-0.04,0.11,20.01
Motocoin,MOTO,0.0162020838737,0.0,318252.236569,0.00,0.00,-12.78
Bethereum,BETHER,0.0005978028557,66207.5801106,316697.651564,-0.60,-1.05,13.72
Silent Notary,SNTR,3.76575983831e-06,26322.8910093,314329.936941,-0.52,-7.34,-13.06
Energo,TSL,0.000520478198954,1713.80046798,313525.095237,0.22,11.60,-5.29
Vision Indust...,VIT,0.00010472086776,0.0,312415.091266,-2.66,-0.49,7.04
Golos,GOLOS,0.00169889586656,354.923852002,309874.689846,1.65,-20.01,-13.66
Cubiex,CBIX,0.01001369619,4140.96923594,309306.604447,-1.69,20.66,1.13
Blockpass,PASS,0.00184204511863,9054.25826297,308033.713848,0.16,-8.55,8.33
Bitcoin CZ,BCZ,0.121110077464,3676.71040854,307776.139764,-0.07,-2.90,-15.87
BitDegree,BDG,0.000818887673723,0.0,306723.329479,0.00,0.00,-5.85
SafeInsure,SINS,0.0769404322662,967155.25263,306125.131587,-0.08,-19.08,-48.92
XPA,XPA,0.00534964193834,None,305880.496037,0.00,0.00,0.00
PHI Token,PHI,0.0522005400156,10645.4995489,304238.01684,-0.37,-1.41,-3.38
VisionX,VNX,8.03190571063e-05,14615.3207416,301196.464149,2.46,6.08,17.04
Crypto Sports,CSPN,0.141367539339,249.705551249,300936.465976,-0.15,-6.72,0.98
Aston,ATX,0.000365037079664,265.278070517,300790.553643,-0.06,2.71,-5.45
Mao Zedong,MAO,0.0470784560093,0.0,300357.372983,0.00,0.00,0.00
Lunes,LUNES,0.00198814178374,96.5777185865,299669.703634,-0.06,-1.28,-26.58
Raven Protocol,RAVEN,0.000162119922918,6825.29464778,297946.273392,-9.08,-7.59,0.63
PDATA,PDATA,0.000825967285118,4627.08197348,296198.147754,-0.15,3.73,16.93
IXT,IXT,0.00824793696453,77.415898614,295101.648583,-0.10,93.06,-11.15
Ties.DB,TIE,0.00721718490312,8.11003251851,294612.64465,-0.14,2.09,24.17
Gems,GEM,0.00025298936079,3412.53479865,291644.862932,0.04,7.56,15.01
Dinastycoin,DCY,0.000148807936147,102.21613442,287279.849563,-0.11,1.04,-43.77
BZEdge,BZE,9.56050101794e-05,541.339165777,286271.759179,25.92,28.58,35.81
PUBLISH,NEWS,0.00124465899367,25766.5679896,286216.285376,-0.40,3.41,20.83
Rise,RISE,0.00200890713798,257.41851217,285019.528864,-0.11,8.64,9.15
Memetic / Pep...,MEME,0.0095092379278,711.910260822,284077.288813,-0.31,3.99,30.85
ZENZO,ZNZ,0.0261157927938,2529.51560007,281811.734952,-0.81,25.10,17.22
Coin Lion,LION,0.00870811929037,0.0,280628.688231,0.00,0.18,-9.50
Pylon Network,PYLNT,0.587107680613,1906.81268335,279844.823621,-0.14,-2.76,5.72
Relex,RLX,0.000148740323402,1107.63195529,279215.932126,-0.07,-4.74,-18.12
Honest,HNST,0.00544886690126,2972.1067855,278012.485937,-0.49,4.42,26.05
Crowd Machine,CMCT,0.000590652563668,5987.3926319,277704.044725,-0.14,15.55,22.69
Mainstream Fo...,MFTU,0.000256651281035,0.0,275935.959376,0.00,0.00,0.00
Bitpanda Ecos...,BEST,0.0564886846656,4076.3202693,269865.55842,0.00,0.33,-1.14
Graft,GRFT,0.00045347741341,13155.9011082,268223.651855,-0.06,1.26,-16.27
SnowGem,XSG,0.0133434757885,45368.8392742,268193.288644,-0.87,1.10,-9.55
ODUWA,OWC,0.114114245258,52005.7148202,268151.35922,-0.96,-0.51,-4.94
Ifoods Chain,IFOOD,0.000107127557369,3455.54781748,267818.892351,0.22,-0.31,-16.26
TENA,TENA,0.0997013172184,17299.7737585,266427.128108,-3.51,-13.07,14.82
PlayGame,PXG,0.000284158503376,1284.01935692,266271.713999,0.13,-1.20,15.05
NANJCOIN,NANJ,1.36591865573e-05,4720.03312843,264467.661565,-0.07,2.06,-16.16
HOQU,HQX,0.00156198524616,30957.5873643,264200.460058,-0.07,1.39,14.78
CryptoPing,PING,0.0293254196208,0.0,263918.072809,0.00,-0.93,-35.41
KAASO,KAASO,0.0103944776857,53208.8197954,261733.100405,0.02,0.95,83.77
Mercury,MER,0.00260413888257,487.977754974,260413.888257,-0.14,4.03,14.46
adbank,ADB,0.000368713480033,1650.39439356,259994.39598,-0.08,1.99,12.42
BetterBetting,BETR,0.00094769593251,860.62420223,258865.387469,0.02,-21.37,-10.47
Internet of P...,IOP,0.0191750502023,0.0,258124.339086,0.00,0.00,2.86
CryptoBonusMiles,CBM,8.58758849501e-05,80906.5597967,257799.344219,-0.64,4.76,9.05
EnergiToken,ETK,0.000138389006958,0.0,256317.683599,0.00,0.00,0.00
win.win,TWINS,7.44039680734e-05,940.834710298,255901.263294,-0.15,1.01,8.87
RED,RED,0.00196724098773,7298.89849412,255741.3467,1.30,3.93,-32.31
NEOX,NEOX,0.238085648421,0.0,255157.10367,-0.24,-4.22,-66.85
Rivetz,RVT,0.00968852560041,0.0,254270.201831,0.00,0.00,1.86
Thrive Token,THRT,0.00245533094642,83.3324442422,253503.620169,-0.14,-38.95,-45.58
wave edu coin,WEC,0.00200890713798,1046.44185899,253133.490688,-0.15,-3.81,-18.94
RightMesh,RMESH,0.00352401925331,46.9335932195,250728.743725,-0.07,2.06,-33.72
INMAX,INX,0.11756876966,510170.578464,247007.555728,-0.21,35.94,95.55
GlobalBoost-Y,BSTY,0.0139932984594,1799.4949545,247058.364089,25.84,5.76,119.67
BitCash,BITC,0.0204447939161,13860.6303403,244882.107763,-0.19,-0.04,-13.46
Zippie,ZIPT,0.000901140832531,0.0,244386.592711,0.00,-0.79,2.62
Tokes,TKS,0.184366238164,58.4119965722,243913.561033,-0.56,34.94,35.81
ONOToken,ONOT,1.51766548377e-05,25.8291151321,243716.794025,-0.06,2.05,-12.74
TV-TWO,TTV,0.000546640108623,0.0,243479.013618,0.00,0.00,0.00
LALA World,LALA,0.000966901448957,0.0,241080.322094,0.00,0.00,0.00
Asgard,ASG,0.00031,364.60929,240213.084604,0.00,24.00,-33.04
Typerium,TYPE,0.000148457233542,1.46411617484,239918.048338,-0.07,-6.24,-2.17
ZCore,ZCR,0.0423224808673,1620.39342982,239612.461812,-0.80,-3.19,47.85
SoMee.Social,ONG,0.00392798779596,2463.73409282,239607.255554,0.12,-6.22,-26.56
On.Live,ONL,0.0110672686294,431.388558331,239298.865984,0.01,-1.63,5.24
Alchemint Sta...,SDS,0.000746889068264,5433.98859941,237470.987716,6.10,5.01,-1.72
SHIELD,XSH,0.000462457222383,429.05005958,237228.242267,-3.36,-7.22,-7.26
The ChampCoin,TCC,0.00134920461507,7893.80312742,237122.520861,-0.07,2.83,2.68
FlypMe,FYP,0.0134135473643,75.8972713375,236597.283037,-0.14,-8.88,-0.28
Seal Network,SEAL,0.00045451087536,0.0,234123.410619,0.00,0.00,0.00
PiplCoin,PIPL,0.00277997564711,299.670566692,231973.00533,-1.40,4.87,17.96
Mallcoin,MLC,0.00131,0.0,230739.278067,0.00,0.00,-71.84
ZMINE,ZMN,0.00141367539339,137.348871701,230288.435565,-0.14,0.30,9.10
Primalbase Token,PBT,184.145212357,174.261345221,230181.515446,3.23,-0.20,-65.13
VeriumReserve,VRM,0.0928561521556,576.902734637,229709.221366,-0.75,-14.28,-29.05
Global Awards...,GAT,0.000333886406429,368.646086341,228981.082576,-0.07,-15.90,-51.11
ZEON,ZEON,9.1103203662e-06,7817.83174568,228822.279999,-0.06,-22.83,-17.92
FujiCoin,FJC,9.44358109456e-05,0.0,227916.386418,0.00,0.00,0.00
DeviantCoin,DEV,0.0146715841227,750.360447225,226660.845885,-0.14,33.53,42.01
Bancacy,BNY,0.00168838317212,55437.1571551,226177.665864,-0.25,2.93,29.48
Ink Protocol,XNK,0.000649861189125,86493.2650893,225833.782505,-2.48,-2.95,-22.16
FedoraCoin,TIPS,1.06236583864e-06,97.9589813476,225508.25361,-0.05,2.08,-7.41
WebDollar,WEBD,3.09514773779e-05,205.049425343,224135.336087,-0.06,-64.01,-32.72
EUNO,EUNO,0.00755681247557,78.3806596478,224047.353821,0.56,-1.19,61.73
Olympus Labs,MOT,0.00581221430693,0.0,223770.250817,0.00,-0.38,-17.40
Bitcoin Incog...,XBI,0.0184381300242,22244.4780636,222807.413546,7.05,2.64,0.26
Bitex Global ...,XBX,0.0011160595211,96596.9097451,221730.957967,10.94,37.74,12.12
Data Transact...,XD,0.0011160595211,78.7336837835,220950.751173,-0.14,89.39,111.55
Matrexcoin,MAC,0.012745632417,0.0,219348.892576,0.00,0.00,46.49
